Train Number,Train Name,Train Source Stn,Source Dep. Time,Train Destination Stn,Dest. Arr. Time
12136,NAGPUR PUNE EXP ,NAGPUR         ,18:35,PUNE JN        ,09:45
12137,PUNJAB MAIL     ,MUMBAI CST     ,19:40,FIROZPUR CANT  ,05:50
12138,PUNJAB MAIL     ,FIROZPUR CANT  ,21:40,MUMBAI CST     ,07:35
12139,SEWAGRAM  EXP   ,MUMBAI CST     ,15:00,NAGPUR         ,06:10
12140,SEWAGRAM  EXP   ,NAGPUR         ,21:00,MUMBAI CST     ,12:00
12141,LTT PPTA EXPRESS,LOKMANYATILAK T,23:35,RAJENDRANAGAR T,04:40
12142,PPTA LTT EXP    ,RAJENDRANAGAR T,10:40,LOKMANYATILAK T,15:15
12143,LTT SLN SUP EXP ,LOKMANYATILAK T,16:40,SULTANPUR      ,19:50
12144,SLN LTT SF      ,SULTANPUR      ,23:55,LOKMANYATILAK T,04:10
12145,LTT PURI SUP EX ,LOKMANYATILAK T,20:35,PURI           ,07:45
12146,PURI LTT SUP EXP,PURI           ,21:25,LOKMANYATILAK T,07:30
12147,NIZAMUDDIN EXP  ,C SHAHUMHARAJ T,09:05,H NIZAMUDDIN   ,17:10
12148,NZM KOP EXP     ,H NIZAMUDDIN   ,05:55,C SHAHUMHARAJ T,16:20
12149,PUNE PPTA EXP   ,PUNE JN        ,20:55,PATNA JN       ,04:00
12150,PPTA PUNE EXP   ,PATNA JN       ,22:55,PUNE JN        ,05:30
12151,SAMARSATA EXP   ,LOKMANYATILAK T,20:35,HOWRAH JN      ,08:25
12152,SAMARSATA EXP   ,HOWRAH JN      ,21:15,LOKMANYATILAK T,07:30
12153,HABIBGANJ EXP   ,LOKMANYATILAK T,16:25,HABIBGANJ      ,05:30
12154,HBJ LTT SUP EXP ,HABIBGANJ      ,18:20,LOKMANYATILAK T,07:30
12155,BHOPAL  EXPRESS ,HABIBGANJ      ,21:05,H NIZAMUDDIN   ,08:00
12156,BHOPAL  EXPRESS ,H NIZAMUDDIN   ,20:55,HABIBGANJ      ,07:05
12157,HUTATMA EXPRESS ,PUNE JN        ,18:00,SOLAPUR JN     ,22:00
12158,HUTATMA EXPRESS ,SOLAPUR JN     ,06:30,PUNE JN        ,10:30
12159,AMI JBP SUP EXP ,AMRAVATI       ,17:45,JABALPUR       ,06:55
12160,JBP AMI SUP EXP ,JABALPUR       ,20:50,AMRAVATI       ,09:50
12161,LASHKAR EXPRESS ,LOKMANYATILAK T,16:25,AGRA CANTT     ,12:55
12162,LASHKAR EXPRESS ,AGRA CANTT     ,23:35,LOKMANYATILAK T,22:35
12163,CHENNAI EXPRESS ,DADAR          ,20:30,CHENNAI EGMORE ,19:45
12164,CHENNAI EXP     ,CHENNAI EGMORE ,06:50,DADAR          ,06:00
12165,LTT BSB SUP EXP ,LOKMANYATILAK T,05:20,VARANASI JN    ,07:05
12166,BSB LTT SUP EXP ,VARANASI JN    ,20:20,LOKMANYATILAK T,21:30
12167,LTT BSB SUP EXP ,LOKMANYATILAK T,00:35,VARANASI JN    ,03:45
12168,BSB LTT SUP EXP ,VARANASI JN    ,10:25,LOKMANYATILAK T,12:25
12169,SUR INTERCITY   ,PUNE JN        ,09:30,SOLAPUR JN     ,13:30
12170,PUNE INTERCITY  ,SOLAPUR JN     ,14:00,PUNE JN        ,18:05
12171,LTT HW AC SUP   ,LOKMANYATILAK T,07:55,HARIDWAR JN    ,13:10
12172,HW LTT AC SF    ,HARIDWAR JN    ,18:50,LOKMANYATILAK T,23:45
12173,UDYOG NAGRI EXP ,LOKMANYATILAK T,16:25,PARTAPGARH JN  ,18:55
12174,UDYOG NAGRI EXP ,PARTAPGARH JN  ,01:50,LOKMANYATILAK T,06:00
12175,CHAMBAL EXP     ,HOWRAH JN      ,17:45,GWALIOR        ,17:25
12176,CHAMBAL EXPRESS ,GWALIOR        ,07:05,HOWRAH JN      ,06:45
12177,CHAMBAL EXP     ,HOWRAH JN      ,17:45,MATHURA JN     ,20:30
12178,CHAMBAL EXPRESS ,MATHURA JN     ,04:15,HOWRAH JN      ,06:45
12179,LJN AGC INTRCIT ,LUCKNOW NE     ,15:55,AGRA CANTT     ,21:55
12180,LJN  INTERCITY  ,AGRA CANTT     ,05:50,LUCKNOW NE     ,11:45
12181,DAYODAYA EXPRESS,JABALPUR       ,20:25,AJMER JN       ,14:20
12182,DAYODAYA EXP    ,AJMER JN       ,15:30,JABALPUR       ,08:45
12183,BPL PBH SUP EXP ,BHOPAL  JN     ,19:20,PARTAPGARH JN  ,09:00
12184,PBH BPL EXPRESS ,PARTAPGARH JN  ,19:10,BHOPAL  JN     ,08:50
12185,REWANCHAL EXP   ,HABIBGANJ      ,22:00,REWA           ,08:00
12186,REWANCHAL EXP   ,REWA           ,20:05,HABIBGANJ      ,06:05
12189,MAHAKAUSHAL EXP ,JABALPUR       ,18:10,H NIZAMUDDIN   ,11:40
12190,MAHAKOSHAL EXP  ,H NIZAMUDDIN   ,16:05,JABALPUR       ,09:35
12191,NDLS JBP SUP EXP,NEW DELHI      ,14:05,JABALPUR       ,07:15
12192,JBP NDLS SUP EX ,JABALPUR       ,17:45,NEW DELHI      ,11:50
12193,YPR JBP EXP     ,YESVANTPUR JN  ,15:50,JABALPUR       ,22:15
12194,JBP YPR SUP EXP ,JABALPUR       ,06:45,YESVANTPUR JN  ,13:30
12195,AF AII INTERCITY,AGRA FORT      ,05:05,AJMER JN       ,11:50
12196,AII AF INTERCITY,AJMER JN       ,15:00,AGRA FORT      ,21:30
12197,GWL INTERCITY   ,BHOPAL  JN     ,15:30,GWALIOR        ,23:55
12198,BPL INTERCITY   ,GWALIOR        ,06:30,BHOPAL  JN     ,15:00
12203,GARIB RATH EXP  ,SAHARSA JN     ,15:00,AMRITSAR JN    ,21:00
12205,NANDA DEVI EXP  ,NEW DELHI      ,23:50,DEHRADUN       ,05:40
12206,NANDA DEVI EXP  ,DEHRADUN       ,23:30,NEW DELHI      ,05:20
12217,SAMPARK KRANTHI ,KOCHUVELI      ,09:20,CHANDIGARH     ,17:25
12218,KERLA S KRANTI  ,CHANDIGARH     ,08:55,KOCHUVELI      ,17:45
12225,KAIFIYAT EXP    ,AZAMGARH       ,16:25,DELHI          ,07:05
12226,KAIFIYAT EXP    ,DELHI          ,19:15,AZAMGARH       ,09:30
12229,LUCKNOW MAIL    ,LUCKNOW NR     ,22:15,NEW DELHI      ,07:15
12230,LUCKNOW MAIL    ,NEW DELHI      ,22:05,LUCKNOW NR     ,06:45
12231,LKO CDG EXPRESS ,LUCKNOW NR     ,22:30,CHANDIGARH     ,10:00
12232,CDG LKO EXPRESS ,CHANDIGARH     ,21:10,LUCKNOW NR     ,08:50
12237,BEGAMPURA EXP   ,VARANASI JN    ,12:50,JAMMU TAWI     ,11:25
12238,BEGAMPURA EXP   ,JAMMU TAWI     ,14:00,VARANASI JN    ,12:40
12241,CDG ASR SUP     ,CHANDIGARH     ,17:10,AMRITSAR JN    ,21:20
12242,ASR CDG SUP     ,AMRITSAR JN    ,05:15,CHANDIGARH     ,09:10
12247,BDTS NZM YUVA E ,BANDRA TERMINUS,16:50,H NIZAMUDDIN   ,09:40
12248,NZM  BDTS  YUVA ,H NIZAMUDDIN   ,15:35,BANDRA TERMINUS,09:20
12249,HWH ANVT YUVA E ,HOWRAH JN      ,18:40,NEW DELHI      ,11:30
12250,ANVT HWH YUVA   ,ANAND VIHAR TRM,19:50,HOWRAH JN      ,12:40
12251,WAINGANGA EXP   ,YESVANTPUR JN  ,23:40,KORBA          ,04:30
12252,WAINGANGA EXP   ,KORBA          ,08:00,YESVANTPUR JN  ,13:30
12253,ANGA EXPRESS    ,YESVANTPUR JN  ,13:30,BHAGALPUR      ,08:30
12254,ANGA EXPRESS    ,BHAGALPUR      ,13:30,YESVANTPUR JN  ,09:05
12255,PUDUCHERRY EXP  ,YESVANTPUR JN  ,21:00,PUDUCHERRY     ,07:50
12258,YESVANTPUR EXP  ,KOCHUVELI      ,17:00,YESVANTPUR JN  ,09:30
12279,TAJ EXPRESS     ,JHANSI JN      ,15:20,H NIZAMUDDIN   ,22:05
12280,TAJ EXPRESS     ,H NIZAMUDDIN   ,07:05,JHANSI JN      ,14:10
12287,DEHRADUN EXP    ,KOCHUVELI      ,08:50,DEHRADUN       ,22:00
12291,YPR CHENNAI EXP ,YESVANTPUR JN  ,22:45,CHENNAI CENTRAL,05:15
12292,YESVANTPUR EXP  ,CHENNAI CENTRAL,23:30,YESVANTPUR JN  ,06:00
12295,SANGHAMITRA EXP ,KSR BENGALURU  ,09:00,PATLIPUTRA     ,09:20
12296,SANGHA MITRA EX ,PATNA JN       ,19:55,KSR BENGALURU  ,20:20
12303,POORVA EXPRESS  ,HOWRAH JN      ,08:05,NEW DELHI      ,07:35
12304,POORVA EXPRESS  ,NEW DELHI      ,16:15,HOWRAH JN      ,16:55
12307,HWH JU  EXPRESS ,HOWRAH JN      ,23:40,JODHPUR JN     ,06:35
12308,JU HWH SUPFAST  ,JODHPUR JN     ,20:30,HOWRAH JN      ,04:00
12311,HWH DLI KLK MAIL,HOWRAH JN      ,19:40,KALKA          ,04:30
12312,KALKA MAIL      ,KALKA          ,23:55,HOWRAH JN      ,07:55
12315,ANNANYA  EXPRES ,SEALDAH        ,13:10,UDAIPUR CITY   ,03:00
12316,ANANYA EXPRESS  ,UDAIPUR CITY   ,00:25,SEALDAH        ,15:10
12317,AKAL TAKHT EXP  ,SEALDAH        ,07:40,AMRITSAR JN    ,17:20
12318,AKAL TAKHAT EXP ,AMRITSAR JN    ,05:55,SEALDAH        ,15:10
12319,KOAA AGC EXPRESS,KOLKATA        ,13:10,AGRA CANTT     ,12:00
12320,AGC KOAA EXP    ,AGRA CANTT     ,17:00,KOLKATA        ,17:20
12321,HWH MUMBAI MAIL ,HOWRAH JN      ,22:00,MUMBAI CST     ,11:25
12322,KOLKATA MAIL    ,MUMBAI CST     ,21:30,HOWRAH JN      ,11:45
12323,HWH ANVT EXPRESS,HOWRAH JN      ,18:50,NEW DELHI      ,17:05
12324,ANVT  HWH EXP   ,ANAND VIHAR TRM,07:05,HOWRAH JN      ,06:00
12325,KOAA NLDM EXP   ,KOLKATA        ,07:40,NANGAL DAM     ,16:00
12326,NLDM KOAA EXP   ,NANGAL DAM     ,07:00,KOLKATA        ,15:15
12327,UPASANA EXPRESS ,HOWRAH JN      ,13:00,DEHRADUN       ,18:10
12328,UPASANA EXPRESS ,DEHRADUN       ,22:10,HOWRAH JN      ,03:15
12329,W B SMPRK KRNTI ,SEALDAH        ,13:10,DELHI          ,12:05
12330,W B SMPRK KRNTI ,DELHI          ,19:05,SEALDAH        ,17:25
12331,HIMGIRI EXPRESS ,HOWRAH JN      ,23:55,JAMMU TAWI     ,12:30
12332,HIMGIRI EXPRESS ,JAMMU TAWI     ,22:45,HOWRAH JN      ,11:45
12333,VIBHUTI EXPRESS ,HOWRAH JN      ,20:00,ALLAHABAD CITY ,12:00
12334,VIBHUTI EXPRESS ,ALLAHABAD CITY ,15:40,HOWRAH JN      ,07:30
12335,BGP LTT EXPRESS ,BHAGALPUR      ,09:00,LOKMANYATILAK T,20:00
12336,BHAGALPUR EXP   ,LOKMANYATILAK T,08:05,BHAGALPUR      ,18:30
12337,SANTINIKATANEXP ,HOWRAH JN      ,10:10,BOLPUR S NIKTN ,12:25
12338,SANTINIKETANEXP ,BOLPUR S NIKTN ,13:10,HOWRAH JN      ,15:40
12339,COAL FIELD EXP  ,HOWRAH JN      ,17:20,DHANBAD JN     ,21:40
12340,COALFIELD EXP   ,DHANBAD JN     ,05:55,HOWRAH JN      ,10:25
12341,AGNIBINA EXPRES ,HOWRAH JN      ,18:20,ASANSOL JN     ,21:35
12342,AGNIBINA EXPRES ,ASANSOL JN     ,05:30,HOWRAH JN      ,08:45
12343,DARJEELING MAIL ,SEALDAH        ,22:05,NEW JALPAIGURI ,08:00
12344,DARJEELING MAIL ,HALDIBARI      ,16:45,SEALDAH        ,06:00
12345,SARAIGHAT EXP   ,HOWRAH JN      ,15:50,GUWAHATI       ,09:30
12346,SARAIGHAT EXP   ,GUWAHATI       ,12:35,HOWRAH JN      ,05:10
12347,RAMPURHAT EXP   ,HOWRAH JN      ,11:55,RAMPUR HAT     ,15:35
12348,RAMPURHAT EXP   ,RAMPUR HAT     ,16:35,HOWRAH JN      ,20:15
12349,BGP NDLS EXP    ,BHAGALPUR      ,17:30,NEW DELHI      ,13:00
12350,NDLS BGP EXPRESS,NEW DELHI      ,23:45,BHAGALPUR      ,20:00
12351,DANAPUR EXPRESS ,HOWRAH JN      ,20:35,DANAPUR        ,06:40
12352,RJPB HWH EXPRESS,DANAPUR        ,20:35,HOWRAH JN      ,06:35
12353,HWH LKU EXP     ,HOWRAH JN      ,08:15,LAL KUAN       ,08:40
12354,LKU HWH EXP     ,LAL KUAN       ,18:35,HOWRAH JN      ,18:55
12355,ARCHNA EXPRESS  ,RAJENDRANAGAR T,07:05,JAMMU TAWI     ,10:25
12356,ARCHANA EXPRESS ,JAMMU TAWI     ,20:10,RAJENDRANAGAR T,23:05
12357,DURGIANA EXP    ,KOLKATA        ,12:20,AMRITSAR JN    ,17:20
12358,ASR KOAA SUP EXP,AMRITSAR JN    ,05:55,KOLKATA        ,11:20
12361,ASN CSTM EXPRESS,ASANSOL JN     ,19:45,MUMBAI CST     ,06:15
12362,CSTM ASANSOL EXP,MUMBAI CST     ,11:05,ASANSOL JN     ,23:15
12363,KOAA HDB SUPF EX,KOLKATA        ,09:05,HALDIBARI      ,20:25
12364,HDB KOAA SF EXP ,HALDIBARI      ,08:30,KOLKATA        ,19:40
12367,VIKRAMSHILA EXP ,BHAGALPUR      ,11:15,ANAND VIHAR TRM,08:00
12368,VIKRAMSHILA EXP ,ANAND VIHAR TRM,14:40,BHAGALPUR      ,12:25
12369,KUMBHA EXPRESS  ,HOWRAH JN      ,13:00,HARIDWAR JN    ,16:00
12370,HW HWH S F EXP  ,HARIDWAR JN    ,23:55,HOWRAH JN      ,03:15
12371,HWH JSM EXP     ,HOWRAH JN      ,08:15,JAISALMER      ,23:20
12372,JSM HWH SF EXP  ,JAISALMER      ,01:00,HOWRAH JN      ,16:30
12373,SDAH RPH INTRCTY,SEALDAH        ,09:05,RAMPUR HAT     ,12:45
12374,RPH SDAH INTRCTY,RAMPUR HAT     ,11:00,SEALDAH        ,14:40
12375,MAS ASN EXPRESS ,CHENNAI CENTRAL,14:35,ASANSOL JN     ,21:55
12376,ASN MAS EXPRESS ,ASANSOL JN     ,16:00,CHENNAI CENTRAL,22:45
12377,PADATIK EXPRESS ,SEALDAH        ,22:55,NEW JALPAIGURI ,09:05
12378,PADATIK EXPRESS ,NEW JALPAIGURI ,21:00,SEALDAH        ,06:45
12379,JALIANWALAB EXP ,SEALDAH        ,13:10,AMRITSAR JN    ,19:45
12380,JALIANWALA B EX ,AMRITSAR JN    ,10:55,SEALDAH        ,17:25
12381,POORVA EXPRESS  ,HOWRAH JN      ,08:15,NEW DELHI      ,07:35
12382,POORVA EXPRESS  ,NEW DELHI      ,16:15,HOWRAH JN      ,16:55
12383,INTERCITY  EXP  ,SEALDAH        ,17:00,ASANSOL JN     ,20:55
12384,INTERCITY  EXP  ,ASANSOL JN     ,06:45,SEALDAH        ,10:40
12385,HWH DHN  D D EXP,HOWRAH JN      ,08:35,DHANBAD JN     ,12:50
12386,DHN HWH D D EXP ,DHANBAD JN     ,18:30,HOWRAH JN      ,22:40
12389,GAYA MS EXPRESS ,GAYA JN        ,05:45,CHENNAI EGMORE ,20:45
12390,MS GAYA EXPRESS ,CHENNAI EGMORE ,07:00,GAYA JN        ,21:40
12391,SHRAMJEEVI EXP  ,RAJGIR         ,08:10,NEW DELHI      ,05:10
12392,SHRAMJEVI N EXP ,NEW DELHI      ,13:10,RAJGIR         ,10:10
12393,S KRANTI SUP EX ,RAJENDRANAGAR T,17:35,NEW DELHI      ,08:35
12394,SAMPOORN K EXP  ,NEW DELHI      ,17:25,RAJENDRANAGAR T,07:35
12395,ZIYARAT EXPRESS ,RAJENDRANAGAR T,18:45,AJMER JN       ,15:10
12396,ZIYARAT EXPRESS ,AJMER JN       ,23:55,RAJENDRANAGAR T,23:05
12397,MAHABODHI EXP   ,GAYA JN        ,14:20,NEW DELHI      ,05:00
12398,MAHABODHI EXP   ,NEW DELHI      ,14:05,GAYA JN        ,06:20
12401,MAGADH EXPRESS  ,ISLAMPUR       ,16:10,NEW DELHI      ,11:50
12402,MAGADH EXPRESS  ,NEW DELHI      ,20:00,ISLAMPUR       ,13:55
12403,ALD JP EXPRESS  ,ALLAHABAD JN   ,23:30,JAIPUR         ,12:50
12404,JP  ALD EXPRESS ,JAIPUR         ,15:20,ALLAHABAD JN   ,04:55
12405,GONDWANA EXPRES ,BHUSAVAL JN    ,05:40,H NIZAMUDDIN   ,07:20
12406,GONDWANA EXPRESS,H NIZAMUDDIN   ,15:20,BHUSAVAL JN    ,15:50
12409,GONDWANA EXPRES ,RAIGARH        ,03:30,H NIZAMUDDIN   ,07:20
12410,GONDWANA EXPRES ,H NIZAMUDDIN   ,15:20,RAIGARH        ,19:05
12411,INTERCITY EXP   ,CHANDIGARH     ,07:00,AMRITSAR JN    ,11:30
12412,INTERCITY EXP   ,AMRITSAR JN    ,17:30,CHANDIGARH     ,21:55
12413,AII JAT EXPRESS ,AJMER JN       ,14:05,JAMMU TAWI     ,08:10
12414,JAMMU AII EXP   ,JAMMU TAWI     ,18:10,AJMER JN       ,12:20
12415,NIZAMUDDIN EXP  ,INDORE JN BG   ,16:00,H NIZAMUDDIN   ,05:40
12416,INTERCITY  EXP  ,DELHI S ROHILLA,21:10,INDORE JN BG   ,12:00
12417,PRAYAG RAJ EXP  ,ALLAHABAD JN   ,21:30,NEW DELHI      ,07:05
12418,PRAYAG RAJ EXP  ,NEW DELHI      ,21:20,ALLAHABAD JN   ,06:50
12419,GOMTI EXP       ,LUCKNOW NR     ,06:00,NEW DELHI      ,14:55
12420,GOMTI EXPRESS   ,NEW DELHI      ,12:25,LUCKNOW NR     ,21:25
12421,NED ASR SUP EXP ,H SAHIB NANDED ,11:00,AMRITSAR JN    ,22:05
12422,ASR NED SF EXP  ,AMRITSAR JN    ,14:30,H SAHIB NANDED ,23:45
12427,REWA ANVT EXP   ,REWA           ,16:00,ANAND VIHAR TRM,06:40
12428,ANVT REWA EXP   ,ANAND VIHAR TRM,21:15,REWA           ,11:00
12429,LKO NDLS AC SF  ,LUCKNOW NR     ,23:30,NEW DELHI      ,07:25
12430,NDLS LKO AC SF  ,NEW DELHI      ,23:25,LUCKNOW NR     ,07:30
12443,HLZ ANVT WKLY SF,HALDIA         ,08:30,ANAND VIHAR TRM,11:50
12444,ANVT HLZ S F EXP,ANAND VIHAR TRM,19:10,HALDIA         ,20:30
12445,UTTAR S KRANTI  ,NEW DELHI      ,20:50,SHMATA VD KATRA,08:40
12446,UTTAR S KRANTI  ,SHMATA VD KATRA,19:10,NEW DELHI      ,06:50
12447,U P SMPRK KRNTI ,MANIKPUR JN    ,17:05,H NIZAMUDDIN   ,05:25
12448,U P SMPRK KRNTI ,H NIZAMUDDIN   ,20:10,MANIKPUR JN    ,08:35
12449,GOA SMPRK K EXP ,MADGAON        ,11:20,CHANDIGARH     ,23:45
12450,GOA SMPRK K EXP ,CHANDIGARH     ,01:30,MADGAON        ,15:00
12451,SHRAM SHKTI EXP ,KANPUR CENTRAL ,23:45,NEW DELHI      ,06:30
12452,SHRAM SHKTI EXP ,NEW DELHI      ,23:55,KANPUR CENTRAL ,06:30
12455,DEE BKN SF EXP  ,DELHI S ROHILLA,22:45,BIKANER JN     ,13:15
12456,BKN DEE SF EXP  ,BIKANER JN     ,16:45,DELHI S ROHILLA,07:20
12457,DEE BKN  S F EXP,DELHI S ROHILLA,23:35,BIKANER JN     ,07:30
12458,BKN DEE S F EXP ,BIKANER JN     ,22:20,DELHI S ROHILLA,06:10
12459,NDLSASR EXPRESS ,NEW DELHI      ,13:40,AMRITSAR JN    ,21:45
12460,ASR NDLS EXP    ,AMRITSAR JN    ,06:15,NEW DELHI      ,14:15
12461,MANDOR EXPRESS  ,DELHI          ,21:15,JODHPUR JN     ,07:45
12462,MANDOR EXPRESS  ,JODHPUR JN     ,20:00,DELHI          ,06:45
12463,RAJSTHN S KRANTI,DELHI S ROHILLA,22:25,JODHPUR JN     ,08:25
12464,RJSTHN S KRNTI  ,JODHPUR JN     ,19:00,DELHI S ROHILLA,05:35
12465,RANTHAMBORE EXP ,INDORE JN BG   ,06:00,JODHPUR JN     ,22:15
12466,INTERCITY EXP   ,JODHPUR JN     ,06:10,INDORE JN BG   ,22:40
12467,LEELAN EXP      ,BIKANER JN     ,06:00,JAIPUR         ,12:35
12468,LEELAN EXP      ,JAIPUR         ,15:00,BIKANER JN     ,21:40
12469,CNB JAT EXPRESS ,KANPUR CENTRAL ,17:15,JAMMU TAWI     ,11:50
12470,JAT CNB EXPRESS ,JAMMU TAWI     ,20:10,KANPUR CENTRAL ,14:50
12471,SWARAJ EXPRESS  ,BANDRA TERMINUS,07:55,SHMATA VD KATRA,17:00
12472,SWARAJ EXPRESS  ,SHMATA VD KATRA,09:10,BANDRA TERMINUS,18:05
12473,SARVODAYA EXP   ,AHMEDABAD JN   ,11:35,SHMATA VD KATRA,17:00
12474,SARVODAYA EXP   ,SHMATA VD KATRA,09:10,AHMEDABAD JN   ,14:15
12475,HAPA SVDK EXP   ,HAPA           ,05:20,SHMATA VD KATRA,17:00
12476,SVDK HAPA EXP   ,SHMATA VD KATRA,09:10,HAPA           ,20:50
12477,JAM SVDK EXP    ,JAMNAGAR       ,05:05,SHMATA VD KATRA,17:00
12478,SVDK JAM EXP    ,SHMATA VD KATRA,09:10,JAMNAGAR       ,21:00
12479,SURYA NAGRI EXP ,JODHPUR JN     ,18:45,BANDRA TERMINUS,11:35
12480,SURYANAGARI EXP ,BANDRA TERMINUS,13:30,JODHPUR JN     ,06:30
12481,INTERCITY EXP   ,DELHI          ,13:10,SHRI GANGANAGAR,20:40
12482,INTERCITY EXP   ,SHRI GANGANAGAR,05:45,DELHI          ,13:35
12483,AMRITSAR EXP    ,KOCHUVELI      ,09:20,AMRITSAR JN    ,19:45
12484,ASR KCVL EXPRESS,AMRITSAR JN    ,05:55,KOCHUVELI      ,17:45
12485,NED SGNR EXPRES ,H SAHIB NANDED ,11:00,SHRI GANGANAGAR,22:25
12486,SGNR NED EXPRESS,SHRI GANGANAGAR,14:45,H SAHIB NANDED ,23:45
12487,SEEMANCHAL EXP  ,JOGBANI        ,20:10,ANAND VIHAR TRM,21:00
12488,SEEMANCHAL EXP  ,ANAND VIHAR TRM,07:30,JOGBANI        ,08:25
12489,BKN DDR SF EXP  ,BIKANER JN     ,13:40,DADAR          ,12:00
12490,DDR BIKANER EXP ,DADAR          ,14:35,BIKANER JN     ,13:10
12491,MOUR DHWAJ EXP  ,MUZAFFARPUR JN ,07:00,JAMMU TAWI     ,11:50
12492,MAUR DHAWAJ EXP ,JAMMU TAWI     ,20:10,BARAUNI JN     ,01:45
12495,BKN KOAA SUP EX ,BIKANER JN     ,05:20,KOLKATA        ,13:15
12496,PRATAP EXPRESS  ,KOLKATA        ,22:45,BIKANER JN     ,05:50
12497,SHANE PUNJAB    ,NEW DELHI      ,06:40,AMRITSAR JN    ,14:20
12498,SHANE PUNJAB    ,AMRITSAR JN    ,15:10,NEW DELHI      ,22:50
12501,PORVOTR S KRNTI ,GUWAHATI       ,06:00,NEW DELHI      ,13:00
12502,PORVOTR S KRNTI ,NEW DELHI      ,23:45,GUWAHATI       ,08:15
12505,NORTH EAST EXP  ,GUWAHATI       ,09:45,ANAND VIHAR TRM,19:20
12506,NORTH EAST EXP  ,ANAND VIHAR TRM,06:45,GUWAHATI       ,16:45
12507,GUWAHATI EXP    ,TRIVANDRUM CNTL,17:00,GUWAHATI       ,08:15
12508,GHY TVC EXPRESS ,GUWAHATI       ,06:30,TRIVANDRUM CNTL,22:30
12509,GUWAHATI EXP    ,BENGALURU CANT ,23:40,GUWAHATI       ,06:00
12510,GHY BNC EXPRESS ,GUWAHATI       ,06:30,KSR BENGALURU  ,11:50
12511,RAPTI SAGAR EXP ,GORAKHPUR JN   ,06:35,TRIVANDRUM CNTL,17:15
12512,RAPTISAGAR EXP  ,TRIVANDRUM CNTL,06:10,GORAKHPUR JN   ,15:20
12513,SC GHY EXP      ,SECUNDERABAD JN,07:30,GUWAHATI       ,05:50
12514,GHY SC EXPRESS  ,GUWAHATI       ,06:30,SECUNDERABAD JN,04:20
12515,GUWAHATI EXP    ,TRIVANDRUM CNTL,12:40,GUWAHATI       ,05:40
12516,GHY TVC EXPRESS ,GUWAHATI       ,06:30,TRIVANDRUM CNTL,22:30
12519,LTT KYQ AC EXP  ,LOKMANYATILAK T,07:50,KAMAKHYA       ,04:15
12520,KYQ LTT AC EXP  ,KAMAKHYA       ,20:50,LOKMANYATILAK T,17:30
12521,RAPTI SAGAR EXP ,BARAUNI JN     ,23:00,ERNAKULAM JN   ,13:00
12522,RAPTISAGAR EXP  ,ERNAKULAM JN   ,10:15,BARAUNI JN     ,22:50
12523,NJP NDLS EXPRESS,NEW JALPAIGURI ,08:15,NEW DELHI      ,12:10
12524,NDLS NJP SF EXP ,NEW DELHI      ,15:05,NEW JALPAIGURI ,18:35
12525,KOAA DBRG EXP   ,KOLKATA        ,21:40,DIBRUGARH      ,02:25
12526,DBRG KOAA EXP   ,DIBRUGARH      ,10:25,KOLKATA        ,15:00
12528,KYQ MAS PREMIUM ,KAMAKHYA       ,20:30,CHENNAI CENTRAL,14:25
12529,PPTA LJN SF EXP ,PATLIPUTRA     ,15:00,LUCKNOW NR     ,23:59
12530,LJN PPTA SF EXP ,NEW DELHI      ,23:30,LUCKNOW NE     ,07:10
12531,LJN INTERCITY   ,GORAKHPUR JN   ,06:05,LUCKNOW NE     ,11:05
12532,GKP INTERCITY   ,LUCKNOW NE     ,16:35,GORAKHPUR JN   ,21:35
12533,PUSHPAK EXP     ,LUCKNOW NE     ,19:45,MUMBAI CST     ,20:05
12534,PUSHPAK EXPRESS ,MUMBAI CST     ,08:20,LUCKNOW NE     ,08:40
12537,MANDUADIH EXP   ,MUZAFFARPUR JN ,20:10,MANDUADIH      ,06:00
12538,MUV MFP EXPRESS ,MANDUADIH      ,07:30,MUZAFFARPUR JN ,17:45
12539,YPR LUCKNOW EXP ,YESVANTPUR JN  ,10:50,LUCKNOW NR     ,08:50
12540,LKO YPR SUP EXP ,LUCKNOW NR     ,20:00,YESVANTPUR JN  ,16:40
12541,GKP LTT SUP EXP ,GORAKHPUR JN   ,21:50,LOKMANYATILAK T,04:00
12542,LTT GKP SUP EXP ,LOKMANYATILAK T,11:10,GORAKHPUR JN   ,17:10
12543,TIRUPATHI EXP   ,YESVANTPUR JN  ,07:20,TIRUPATI       ,13:30
12547,AF ADI SF EXP   ,AGRA FORT      ,22:15,AHMEDABAD JN   ,13:40
12548,AGRA SUPER FAST ,AHMEDABAD JN   ,16:55,AGRA FORT      ,08:20
12549,DURG JAT SF EXP ,DURG           ,12:00,JAMMU TAWI     ,21:10
12550,JAT DURG SF EXP ,JAMMU TAWI     ,05:00,DURG           ,14:20
12551,YPRKYQ AC EXP   ,YESVANTPUR JN  ,08:30,KAMAKHYA       ,14:00
12552,KYQ YPR AC EXP  ,KAMAKHYA       ,14:00,YESVANTPUR JN  ,18:30
12553,VAISHALI EXP    ,BARAUNI JN     ,09:30,NEW DELHI      ,06:40
12554,VAISHALI EXP    ,NEW DELHI      ,19:50,BARAUNI JN     ,17:15
12555,GORAKDAM EXPRES ,GORAKHPUR JN   ,16:35,HISAR          ,10:00
