Train Number,Train Name,Train Source Stn,Source Dep. Time,Train Destination Stn,Dest. Arr. Time
17318,LTT HUBLI EXP   ,LOKMANYATILAK T,09:05,HUBBALLI JN    ,03:00
17319,SECUNDRABAD EXP ,HUBBALLI JN    ,20:50,SECUNDERABAD JN,11:45
17320,SC  UBL EXP     ,SECUNDERABAD JN,16:00,HUBBALLI JN    ,07:30
17321,UBL LTT EXP     ,HUBBALLI JN    ,22:30,LOKMANYATILAK T,16:55
17322,LTT HUBLI EXP   ,LOKMANYATILAK T,21:15,HUBBALLI JN    ,17:35
17401,TPTY MTM NS EXP ,TIRUPATI       ,19:40,MACHILIPATNAM  ,05:20
17402,MTM TPTY EXP    ,MACHILIPATNAM  ,19:00,TIRUPATI       ,04:35
17404,NS  TPTY EXP    ,NARASAPUR      ,17:20,TIRUPATI       ,04:35
17405,KRISHNA EXPRESS ,TIRUPATI       ,05:25,ADILABAD       ,06:15
17406,KRISHNA EXP     ,ADILABAD       ,20:45,TIRUPATI       ,21:25
17407,PAMANI EXPRESS  ,TIRUPATI       ,10:40,MANNARGUDI     ,22:35
17408,TIRUPATI EXPRESS,MANNARGUDI     ,05:30,TIRUPATI       ,16:35
17411,MAHALAXMI EXP   ,MUMBAI CST     ,20:23,C SHAHUMHARAJ T,07:20
17412,MAHALAXMI EXP   ,C SHAHUMHARAJ T,20:30,MUMBAI CST     ,07:25
17415,HARIPRIYA EXP   ,TIRUPATI       ,21:00,C SHAHUMHARAJ T,16:35
17416,HARIPRIYA EXP   ,C SHAHUMHARAJ T,11:35,TIRUPATI       ,08:50
17417,TPTY SNSI  EXP  ,TIRUPATI       ,07:00,SAINAGAR SHIRDI,12:15
17418,TIRUPATI EXPRESS,SAINAGAR SHIRDI,19:10,TIRUPATI       ,23:45
17429,RAYALASEEMA EXP ,HYDERABAD DECAN,15:35,TIRUPATI       ,06:40
17430,RAYALASEEMA EXP ,TIRUPATI       ,16:25,HYDERABAD DECAN,08:30
17479,PURI TPTY EXP   ,PURI           ,12:25,TIRUPATI       ,16:35
17480,TPTY PURI EXP   ,TIRUPATI       ,10:35,PURI           ,14:50
17481,BSP TPTY EXPRES ,BILASPUR JN    ,10:05,TIRUPATI       ,16:35
17482,TPTY BSP EXP    ,TIRUPATI       ,10:35,BILASPUR JN    ,17:45
17487,TIRUMALA EXP    ,TIRUPATI       ,20:50,VISAKHAPATNAM  ,10:55
17488,TIRUMALA EXPRESS,VISAKHAPATNAM  ,14:00,TIRUPATI       ,05:20
17603,KCG YPR EXP     ,KACHEGUDA      ,21:00,YESVANTPUR JN  ,10:30
17604,KACHEGUDA EXP   ,YESVANTPUR JN  ,15:30,KACHEGUDA      ,05:00
17605,MAQ KCG EXPRESS ,MANGALORE CNTL ,20:00,KACHEGUDA      ,03:40
17606,KCG  MAQ  EXP   ,KACHEGUDA      ,06:00,MANGALORE CNTL ,11:10
17607,TUNGABHADRA EXP ,SECUNDERABAD JN,07:30,KURNOOL CITY   ,12:30
17608,TUNGABHADRA EXP ,KURNOOL CITY   ,15:00,SECUNDERABAD JN,19:55
17609,PNBE  PAU EXP   ,PATNA JN       ,23:00,PURNA JN       ,07:10
17610,PAU PNBE EXP    ,PURNA JN       ,18:10,PATNA JN       ,02:30
17613,PUNE NANDED EXP ,PUNE JN        ,19:55,H SAHIB NANDED ,09:25
17614,NED PUNE EXP    ,H SAHIB NANDED ,20:30,PUNE JN        ,09:20
17615,KCG MDU EXP     ,KACHEGUDA      ,06:05,MADURAI JN     ,06:45
17616,KACHEGUDA EXP   ,MADURAI JN     ,12:50,KACHEGUDA      ,14:05
17617,TAPOVAN EXPRESS ,MUMBAI CST     ,06:15,H SAHIB NANDED ,18:00
17618,TAPOVAN EXP     ,H SAHIB NANDED ,10:10,MUMBAI CST     ,21:50
17619,AWB NED EXP     ,AURANGABAD     ,00:45,H SAHIB NANDED ,06:30
17620,NED AWB EXP     ,H SAHIB NANDED ,11:50,AURANGABAD     ,17:20
17621,AWB RU EXPRESS  ,AURANGABAD     ,20:50,RENIGUNTA JN   ,20:15
17622,RU AWB EXPRESS  ,RENIGUNTA JN   ,22:05,AURANGABAD     ,00:05
17623,NED BKN EXP     ,H SAHIB NANDED ,09:00,BIKANER JN     ,20:00
17624,BKN NED EXP     ,BIKANER JN     ,15:40,H SAHIB NANDED ,02:45
17639,KCG AK EXP      ,KACHEGUDA      ,07:10,AKOLA JN       ,18:30
17640,AK KCG EXP      ,AKOLA JN       ,09:30,KACHEGUDA      ,20:15
17641,KCG NRKR EXP    ,KACHEGUDA      ,07:10,NARKHER        ,23:10
17642,NRKR KCG EXP    ,NARKHER        ,04:30,KACHEGUDA      ,20:15
17643,CIRCAR EXP      ,CHENNAI EGMORE ,17:20,KAKINADA PORT  ,09:20
17644,CIRCAR EXP      ,KAKINADA PORT  ,14:40,CHENNAI EGMORE ,06:30
17651,KACHEGUDA  EXP  ,CHENNAI EGMORE ,17:00,KACHEGUDA      ,07:55
17652,KCG MS EXP      ,KACHEGUDA      ,16:30,CHENNAI EGMORE ,07:25
17688,MARATHWADA EXP  ,DHARMABAD      ,04:00,MANMAD JN      ,13:10
18001,KANDARI EXPRESS ,HOWRAH JN      ,14:15,DIGHA FLAG STN ,17:50
18002,KANDARI EXPRESS ,DIGHA FLAG STN ,18:20,HOWRAH JN      ,21:50
18005,HWH KORAPUT EXP ,HOWRAH JN      ,21:30,JAGDALPUR      ,23:30
18006,KORAPUT HWH EXP ,JAGDALPUR      ,04:15,HOWRAH JN      ,06:25
18008,SIMLIPAL EXP    ,BARIPADA       ,03:45,SHALIMAR       ,09:20
18009,SRC AII EXPRESS ,SANTRAGACHI JN ,13:00,AJMER JN       ,05:30
18010,SANTRAGACHI EXP ,AJMER JN       ,19:25,SANTRAGACHI JN ,13:55
18029,LTT SHALIMAR EX ,LOKMANYATILAK T,22:00,SHALIMAR       ,12:25
18030,SHM LTT EXPRESS ,SHALIMAR       ,15:00,LOKMANYATILAK T,04:50
18047,AMARAVATHI EXP  ,HOWRAH JN      ,23:30,VASCO DA GAMA  ,15:05
18048,VSG HOWRAH EXP  ,VASCO DA GAMA  ,07:10,HOWRAH JN      ,22:40
18101,TATA JAT EXP    ,TATANAGAR JN   ,14:50,JAMMU TAWI     ,14:10
18102,MURI EXPRESS    ,JAMMU TAWI     ,14:30,ROURKELA       ,14:05
18103,JALIANWALA B EXP,TATANAGAR JN   ,21:15,AMRITSAR JN    ,06:30
18104,JALIANWALA B EX ,AMRITSAR JN    ,12:35,TATANAGAR JN   ,21:45
18105,ROU BBS INT EXP ,ROURKELA       ,05:15,BHUBANESWAR    ,13:00
18106,BBS ROU INT EXP ,BHUBANESWAR    ,13:40,ROURKELA       ,21:30
18107,ROU KRPU EXPRESS,ROURKELA       ,18:10,KORAPUT        ,07:45
18108,KRPU ROU EXPRESS,KORAPUT        ,16:30,ROURKELA       ,06:50
18109,ROU MURI JAT EXP,ROURKELA       ,11:35,JAMMU TAWI     ,14:10
18110,JAT MURI ROU EXP,JAMMU TAWI     ,14:20,ROURKELA       ,14:05
18111,TATA YPR EXP    ,TATANAGAR JN   ,18:35,YESVANTPUR JN  ,18:30
18112,YPR TATA EXP    ,YESVANTPUR JN  ,10:30,TATANAGAR JN   ,12:35
18181,TATA CPR EXP    ,TATANAGAR JN   ,21:35,CHHAPRA        ,16:20
18182,CPR TATA EXP    ,CHHAPRA        ,12:45,TATANAGAR JN   ,06:40
18183,TATA  DNR EXP   ,TATANAGAR JN   ,08:15,DANAPUR        ,19:22
18184,DNR TATA EXP    ,DANAPUR        ,06:00,TATANAGAR JN   ,16:50
18189,TATA ALLP EXP   ,TATANAGAR JN   ,15:30,ALLEPPEY       ,20:20
18191,UTSARG EXP      ,CHHAPRA        ,19:00,FARRUKHABAD    ,12:20
18192,UTSARG EXP      ,FARRUKHABAD    ,13:35,CHHAPRA        ,08:40
18201,DURG NTV EXP    ,DURG           ,19:40,NAUTANWA       ,22:30
18202,NTV DURG EXP    ,NAUTANWA       ,11:15,DURG           ,14:20
18203,BETWA EXPRESS   ,DURG           ,19:40,KANPUR CENTRAL ,13:05
18204,BETWA EXPRESS   ,KANPUR CENTRAL ,18:20,DURG           ,13:10
18205,DURG NTV EXP    ,DURG           ,19:40,NAUTANWA       ,22:30
18206,NTV DURG EXP    ,NAUTANWA       ,07:50,DURG           ,13:10
18207,DURG AII EXP    ,DURG           ,16:00,AJMER JN       ,18:15
18208,AII DURG EXP    ,AJMER JN       ,19:30,DURG           ,22:15
18209,DRZ R EXPRESS   ,DALLI RAJHARA  ,08:10,RAIPUR JN      ,11:50
18210,R DRZ EXPRESS   ,RAIPUR JN      ,18:40,DALLI RAJHARA  ,22:15
18211,DURG JDB EXP    ,DURG           ,12:45,JAGDALPUR      ,04:40
18212,JDB DURG EXP    ,JAGDALPUR      ,12:30,DURG           ,05:25
18213,DURG JP EXP     ,DURG           ,16:00,JAIPUR         ,15:50
18214,JP DURG EXP     ,JAIPUR         ,21:40,DURG           ,22:15
18215,DURG JAT EXPRESS,DURG           ,09:00,JAMMU TAWI     ,21:10
18216,JAT DURG EXP    ,JAMMU TAWI     ,05:00,DURG           ,19:10
18233,NARMADA EXPRESS ,INDORE JN BG   ,17:15,BILASPUR JN    ,17:15
18234,NARMADA EXP PSG ,BILASPUR JN    ,10:00,INDORE JN BG   ,11:00
18237,CHATTISGARH EXP ,BILASPUR JN    ,14:15,AMRITSAR JN    ,08:10
18238,CHHATISGARH EXP ,AMRITSAR JN    ,16:15,BILASPUR JN    ,12:20
18239,GAD NGP EXP     ,GEVRA ROAD     ,17:55,NAGPUR         ,05:30
18240,NGP BILASPUR EX ,NAGPUR         ,23:35,BILASPUR JN    ,07:05
18243,BSP BGKT EXPRESS,BILASPUR JN    ,18:20,BHAGAT KI KOTHI,05:00
18244,BGKT BSP EXP    ,BHAGAT KI KOTHI,00:05,BILASPUR JN    ,12:45
18245,BSP BKN EXPRESS ,BILASPUR JN    ,18:20,BIKANER JN     ,05:50
18246,BKN BSP EXP     ,BIKANER JN     ,23:30,BILASPUR JN    ,12:45
18301,SBP RGDA EXPRESS,SAMBALPUR      ,06:00,RAYAGADA       ,13:00
18302,RGDA SBP EXPRESS,RAYAGADA       ,14:30,SAMBALPUR      ,20:45
18303,SBP PURI INT EXP,SAMBALPUR      ,06:00,PURI           ,12:35
18304,PURI SBP INT EXP,PURI           ,15:35,SAMBALPUR      ,22:10
18309,NAGAVALI EXPRESS,SAMBALPUR      ,08:50,H SAHIB NANDED ,14:35
18310,NAGAWALI  EXP   ,H SAHIB NANDED ,16:15,SAMBALPUR      ,20:00
18311,SBP BSB EXPRESS ,SAMBALPUR      ,13:05,VARANASI JN    ,08:55
18312,BSB SBP EXPRESS ,VARANASI JN    ,14:50,SAMBALPUR      ,11:15
18401,PURI OKHA EXP   ,PURI           ,09:05,OKHA           ,13:55
18402,OKHA PURI EXP   ,OKHA           ,07:45,PURI           ,10:45
18403,CKP BBN INT EXP ,CHAKRADHARPUR  ,06:20,BARABIL        ,08:55
18404,BBN CKP INT EXP ,BARABIL        ,17:15,CHAKRADHARPUR  ,20:10
18405,PURI  ADI EXP   ,PURI           ,18:20,AHMEDABAD JN   ,07:25
18406,ADI PURI EXP    ,AHMEDABAD JN   ,18:00,PURI           ,08:55
18407,PURI SNSI EXP   ,PURI           ,22:15,SAINAGAR SHIRDI,08:25
18408,SNSI PURI EXP   ,SAINAGAR SHIRDI,13:00,PURI           ,22:55
18409,SRIJAGANNATHEXP ,HOWRAH JN      ,19:00,PURI           ,04:35
18410,SRIJAGANNATH EXP,PURI           ,22:30,HOWRAH JN      ,08:10
18411,INTER CITY EXP  ,BHUBANESWAR    ,07:00,VISAKHAPATNAM  ,14:55
18412,INTER CITY EXP  ,VISAKHAPATNAM  ,15:20,BHUBANESWAR    ,23:05
18413,PRDP PURI EXPRES,PARADIP        ,18:00,PURI           ,23:15
18414,PURI PRDP EXPRES,PURI           ,06:15,PARADIP        ,09:55
18415,BBN PURI EXP    ,BARABIL        ,09:25,PURI           ,20:15
18416,PURI KDJR EXP   ,PURI           ,06:00,BARABIL        ,16:45
18417,RAJYA RANI EXP  ,ROURKELA       ,21:20,BHUBANESWAR    ,07:15
18418,RAJYA RANI EXP  ,BHUBANESWAR    ,23:05,ROURKELA       ,08:30
18419,PURI JYG EXP    ,PURI           ,14:00,JAYNAGAR       ,13:30
18420,JYG DBG PURI EX ,JAYNAGAR       ,04:45,PURI           ,03:20
18421,PURI AJMER EXP  ,PURI           ,21:25,AJMER JN       ,21:00
18422,AII PURI EXP    ,AJMER JN       ,16:00,PURI           ,18:40
18425,PURI DURG EXP   ,PURI           ,17:15,DURG           ,09:45
18426,DURG PURI EXP   ,DURG           ,16:10,PURI           ,09:35
18437,BBS BWIP LINK EX,BHUBANESWAR    ,19:35,JUNAGARH ROAD  ,09:15
18438,BWIP BBS LINK EX,JUNAGARH ROAD  ,18:15,BHUBANESWAR    ,08:25
18447,HIRAKHAND EXP   ,BHUBANESWAR    ,19:35,JAGDALPUR      ,13:30
18448,HIRAKHAND EXP   ,JAGDALPUR      ,14:30,BHUBANESWAR    ,08:25
18449,B NATH DHAM EXP ,PURI           ,14:00,PATNA JN       ,10:00
18450,B NATH DHAM EXP ,PATNA JN       ,08:55,PURI           ,03:20
18451,TAPASWINI EXPRES,HATIA          ,15:55,PURI           ,07:10
18452,TAPASWINI EXPRES,PURI           ,20:35,HATIA          ,11:40
18463,PRASANTHI EXP   ,BHUBANESWAR    ,05:30,KSR BENGALURU  ,12:05
18464,PRASANTHI EXP   ,KSR BENGALURU  ,14:00,BHUBANESWAR    ,20:50
18473,PURI JU EXPRESS ,PURI           ,13:30,JODHPUR JN     ,12:00
18474,JU PURI EXPRESS ,JODHPUR JN     ,14:10,PURI           ,11:35
18477,UTKAL EXPRESS   ,PURI           ,20:55,HARIDWAR JN    ,20:55
18478,KALINGAUTKALEXP ,HARIDWAR JN    ,06:00,PURI           ,06:15
18495,BHUBANESWAR EXP ,RAMESWARAM     ,08:00,BHUBANESWAR    ,18:45
18496,BBS RMM EXPRESS ,BHUBANESWAR    ,12:00,RAMESWARAM     ,23:55
18501,VSKP GIMB EXP   ,VISAKHAPATNAM  ,17:35,GANDHIDHAM BG  ,09:50
18502,GIMB VSKP EXP   ,GANDHIDHAM BG  ,22:45,VISAKHAPATNAM  ,14:35
18503,VSKP  SNSI   EXP,VISAKHAPATNAM  ,09:10,SAINAGAR SHIRDI,12:15
18504,SNSI VSKP EXP   ,SAINAGAR SHIRDI,19:10,VISAKHAPATNAM  ,22:15
18507,VSKP ASR HKG EXP,VISAKHAPATNAM  ,23:50,AMRITSAR JN    ,23:55
18508,HIRAKUND EXP    ,AMRITSAR JN    ,23:45,VISAKHAPATNAM  ,23:50
18509,VSKP NED EXPRES ,VISAKHAPATNAM  ,19:25,H SAHIB NANDED ,14:35
18510,NED VSKP EXP    ,H SAHIB NANDED ,16:15,VISAKHAPATNAM  ,10:15
18511,KRPU VSKP INT EX,KORAPUT        ,05:00,VISAKHAPATNAM  ,12:30
18512,VSKP KRPU INT EX,VISAKHAPATNAM  ,14:25,KORAPUT        ,21:50
18515,TATA VSKP EXP   ,TATANAGAR JN   ,13:00,VISAKHAPATNAM  ,04:40
18516,VSKP TATA EXP   ,VISAKHAPATNAM  ,17:45,TATANAGAR JN   ,10:45
18517,KRBA VSKP EXP   ,KORBA          ,16:30,VISAKHAPATNAM  ,07:50
18518,VSKP KRBA EXPRES,VISAKHAPATNAM  ,20:00,KORBA          ,11:00
18519,VSKP LTT EXPRESS,VISAKHAPATNAM  ,23:30,LOKMANYATILAK T,04:40
18520,LTT VSKP EXP    ,LOKMANYATILAK T,06:55,VISAKHAPATNAM  ,11:10
18567,VSKP QLN EXP    ,VISAKHAPATNAM  ,08:30,KOLLAM JN      ,14:30
18568,QLN  VSKP EXP   ,KOLLAM JN      ,21:00,VISAKHAPATNAM  ,01:35
18573,VSKP BGKT EXP   ,VISAKHAPATNAM  ,05:35,BHAGAT KI KOTHI,22:45
18574,BGKT VSKP EXP   ,BHAGAT KI KOTHI,14:15,VISAKHAPATNAM  ,08:10
18603,RNC BGP EXPRESS ,RANCHI         ,15:10,BHAGALPUR      ,03:45
18604,BGP RNC EXPRESS ,BHAGALPUR      ,16:55,RANCHI         ,05:35
18605,RNC  JYG  EXP   ,RANCHI         ,20:40,JAYNAGAR       ,11:35
18606,JYG RNC EXPRESS ,JAYNAGAR       ,19:50,RANCHI         ,10:20
18609,RNC LTT EXPRESS ,RANCHI         ,21:05,LOKMANYATILAK T,12:05
18610,RANCHI EXPRESS  ,LOKMANYATILAK T,15:50,RANCHI         ,07:25
18611,RNC BSB EXPRESS ,RANCHI         ,20:10,VARANASI JN    ,08:55
18612,BSB RNC EXPRESS ,VARANASI JN    ,14:50,RANCHI         ,04:15
18615,KRIYA YOGA EXP  ,HOWRAH JN      ,22:15,HATIA          ,07:35
18616,KRIYA YOGA EXP  ,HATIA          ,21:10,HOWRAH JN      ,06:35
18617,HWH RNC INT EXP ,HOWRAH JN      ,15:05,RANCHI         ,23:00
18618,RNC HWH INT EXP ,RANCHI         ,06:00,HOWRAH JN      ,14:20
18619,RNC DUMK EXP    ,RANCHI         ,21:25,DUMKA          ,07:15
18620,DUMK RNC EXPRESS,DUMKA          ,18:45,RANCHI         ,03:45
18621,PATLIPUTRA EXP  ,PATNA JN       ,15:25,HATIA          ,05:05
18622,PATLIPUTRA EXP  ,HATIA          ,22:00,PATNA JN       ,12:25
18623,RJPB HATIA EXP  ,RAJENDRANAGAR T,21:20,HATIA          ,08:45
18624,HTE RJPB EXP    ,HATIA          ,19:05,RAJENDRANAGAR T,06:55
18625,PNBE HTE EXPRESS,PATNA JN       ,11:40,HATIA          ,21:00
18626,HTE PNBE EXP    ,HATIA          ,06:10,PATNA JN       ,15:40
18627,HWH RNC INT EXP ,HOWRAH JN      ,14:25,RANCHI         ,22:10
18628,RNC HWH INT EXP ,RANCHI         ,05:45,HOWRAH JN      ,13:50
18629,RNC NJP EXP     ,RANCHI         ,05:45,NEW JALPAIGURI ,04:00
18630,NJP RNC EXPRESS ,NEW JALPAIGURI ,05:15,RANCHI         ,03:30
18631,RNC GARIBNWAZ EX,RANCHI         ,20:10,AJMER JN       ,05:20
18632,RNC GARIB NAWAZ ,AJMER JN       ,19:30,RANCHI         ,04:15
18637,HTE BNC EXP     ,HATIA          ,18:15,YESVANTPUR JN  ,05:00
18638,BNC HATIA EXP   ,BENGALURU CANT ,00:40,HATIA          ,13:20
18645,EAST COAST EXP  ,HOWRAH JN      ,11:45,HYDERABAD DECAN,18:30
18646,EAST COAST EXP  ,HYDERABAD DECAN,10:00,HOWRAH JN      ,16:15
18695,IPR RJPB EXPRESS,ISLAMPUR       ,10:45,RAJENDRANAGAR T,13:15
18696,RJPB IPR EXPRESS,RAJENDRANAGAR T,08:00,ISLAMPUR       ,10:15
18697,KOSHI EXP       ,MURLIGANJ      ,03:25,PATNA JN       ,10:25
18698,KOSHI EXP       ,PATNA JN       ,16:55,MURLIGANJ      ,00:05
19005,SAURASHTRA MAIL ,MUMBAI CENTRAL ,20:25,OKHA           ,15:45
19006,SAURASHTRA MAIL ,OKHA           ,12:25,MUMBAI CENTRAL ,07:10
19011,GUJARAT EXPRESS ,MUMBAI CENTRAL ,05:45,AHMEDABAD JN   ,14:55
19012,GUJARAT EXPRESS ,AHMEDABAD JN   ,07:00,MUMBAI CENTRAL ,16:25
19017,SAU JANATA EXP  ,BANDRA TERMINUS,17:35,JAMNAGAR       ,09:30
19018,SAU JANATA EXP  ,JAMNAGAR       ,13:40,BANDRA TERMINUS,05:40
19019,DEHRADUN EXP    ,BANDRA TERMINUS,00:05,DEHRADUN       ,17:35
19020,DEHRADUN EXP    ,DEHRADUN       ,10:30,BANDRA TERMINUS,04:20
19021,BDTS LJN EXPRESS,BANDRA TERMINUS,12:55,LUCKNOW NE     ,20:20
19022,LJN BDTS EXP    ,LUCKNOW NE     ,00:10,BANDRA TERMINUS,07:35
19023,FZR JANATA EXP  ,MUMBAI CENTRAL ,07:25,FIROZPUR CANT  ,22:20
19024,FZR BCT JANTA   ,FIROZPUR CANT  ,05:05,MUMBAI CENTRAL ,20:10
19025,MAHUVA EXPRESS  ,SURAT          ,05:30,MAHUVA JN      ,16:40
19026,SURAT EXPRESS   ,MAHUVA JN      ,19:55,SURAT          ,07:15
19027,VIVEK EXPRESS   ,BANDRA TERMINUS,12:05,JAMMU TAWI     ,01:15
19028,VIVEK EXPRESS   ,JAMMU TAWI     ,09:30,BANDRA TERMINUS,22:25
19029,BDTS DEE EXPRESS,BANDRA TERMINUS,12:25,DELHI S ROHILLA,13:20
19030,DEE BDTS EXP    ,DELHI S ROHILLA,16:00,BANDRA TERMINUS,17:10
19031,HARIDWAR MAIL   ,AHMEDABAD JN   ,10:05,HARIDWAR JN    ,12:10
19032,YOGA EXPRESS    ,HARIDWAR JN    ,15:10,AHMEDABAD JN   ,16:55
19033,GUJARAT QUEEN   ,VALSAD         ,04:05,AHMEDABAD JN   ,10:15
19034,GUJARAT QUEEN   ,AHMEDABAD JN   ,18:10,VALSAD         ,00:25
19037,AVADH EXPRESS   ,BANDRA TERMINUS,22:40,GORAKHPUR JN   ,13:40
19038,AVADH EXPRESS   ,GORAKHPUR JN   ,13:20,BANDRA TERMINUS,04:35
19039,AVADH EXPRESS   ,BANDRA TERMINUS,22:40,MUZAFFARPUR JN ,21:50
19040,AVADH EXPRESS   ,MUZAFFARPUR JN ,06:00,BANDRA TERMINUS,04:35
19045,TAPTI GANGA EXP ,SURAT          ,09:35,CHHAPRA        ,18:35
19046,TAPTI GANGA EXP ,CHHAPRA        ,09:00,SURAT          ,18:50
19047,ST BHAGALPUR EX ,SURAT          ,09:35,BHAGALPUR      ,19:10
19048,BGP SURAT EXP   ,BHAGALPUR      ,09:15,SURAT          ,18:50
19049,BDTS PATNA EXP  ,BANDRA TERMINUS,15:45,PATNA JN       ,03:30
19050,PNBE BDTS EXP   ,PATNA JN       ,23:10,BANDRA TERMINUS,09:20
19051,SHRAMIK EXPRESS ,VALSAD         ,19:40,MUZAFFARPUR JN ,07:15
19052,BL SHRAMIK EXP  ,MUZAFFARPUR JN ,19:35,VALSAD         ,05:20
19053,ST MFP EXPRESS  ,SURAT          ,05:30,MUZAFFARPUR JN ,04:30
19054,MFP ST EXPRESS  ,MUZAFFARPUR JN ,19:35,SURAT          ,17:10
19055,BL JODHPUR EXP  ,VALSAD         ,22:40,JODHPUR JN     ,14:30
19056,JU BL EXPRESS   ,JODHPUR JN     ,17:45,VALSAD         ,09:25
19057,UDN VARANASI EXP,UDHNA JN       ,21:05,VARANASI JN    ,01:10
19058,BSB UDN EXP     ,VARANASI JN    ,05:20,UDHNA JN       ,11:45
19059,JAMNAGAR INTCITY,SURAT          ,13:30,JAMNAGAR       ,00:20
19060,SURAT INTERCITY ,JAMNAGAR       ,04:45,SURAT          ,14:45
19061,RAMNAGAR EXPRESS,BANDRA TERMINUS,05:10,RAMNAGAR       ,21:50
19062,RMR BDTS EXP    ,RAMNAGAR       ,06:25,BANDRA TERMINUS,22:25
19063,DANAPUR EXPRESS ,UDHNA JN       ,07:20,DANAPUR        ,13:35
19064,DNR UDHNA  EXP  ,DANAPUR        ,16:40,UDHNA JN       ,23:40
19065,BDTS BGKT EXP   ,BANDRA TERMINUS,23:25,BHAGAT KI KOTHI,17:10
19066,BGKT BDTS EXP   ,BHAGAT KI KOTHI,19:20,BANDRA TERMINUS,12:45
19105,HARIDWAR MAIL   ,AHMEDABAD JN   ,10:05,HARIDWAR JN    ,12:10
19106,HW  ADI MAIL    ,HARIDWAR JN    ,15:10,AHMEDABAD JN   ,16:55
19107,JANMABHOOMI  EXP,AHMEDABAD JN   ,08:05,UDHAMPUR       ,17:20
19108,JANMABHOOMI EXP ,UDHAMPUR       ,20:50,AHMEDABAD JN   ,07:00
19109,GUJARAT QUEEN   ,VALSAD         ,04:05,AHMEDABAD JN   ,10:15
19110,GUJARAT QUEEN   ,AHMEDABAD JN   ,18:10,VALSAD         ,00:15
19115,BDTS BHUJ EXP   ,BANDRA TERMINUS,14:50,BHUJ           ,07:25
19116,BHUJ BDTS EXP   ,BHUJ           ,22:15,BANDRA TERMINUS,14:05
19129,BRC ADI INTCITY ,VADODARA JN    ,18:10,AHMEDABAD JN   ,20:30
19130,ADI BRC INTCITY ,AHMEDABAD JN   ,14:35,VADODARA JN    ,17:05
19131,KUTCH EXPRESS   ,BANDRA TERMINUS,17:10,BHUJ           ,09:25
19132,KUTCH EXPRESS   ,BHUJ           ,19:50,BANDRA TERMINUS,11:25
19143,LOK SHAKTI EXP  ,BANDRA TERMINUS,19:40,AHMEDABAD JN   ,04:20
19144,LOK SHAKTI EXP  ,AHMEDABAD JN   ,21:10,BANDRA TERMINUS,05:50
19165,SABARMATI EXP   ,AHMEDABAD JN   ,20:50,DARBHANGA JN   ,19:15
19166,SABARMATI EXP   ,DARBHANGA JN   ,04:30,AHMEDABAD JN   ,04:00
19167,SABARMATI EXP   ,AHMEDABAD JN   ,20:50,VARANASI JN    ,09:50
19168,SABARMATI EXP   ,VARANASI JN    ,14:30,AHMEDABAD JN   ,04:00
19201,SC PBR  EXP     ,SECUNDERABAD JN,15:00,PORBANDAR      ,00:10
19202,PBR SC EXPRESS  ,PORBANDAR      ,23:55,SECUNDERABAD JN,10:30
19203,BDTS BVC EXP    ,BANDRA TERMINUS,13:15,BHAVNAGAR TRMUS,06:00
19204,BVC BDTS EXPRESS,BHAVNAGAR TRMUS,17:30,BANDRA TERMINUS,07:35
19215,SAURASHTRA EXP  ,MUMBAI CENTRAL ,08:20,PORBANDAR      ,05:50
19216,SAURASHTRA EXP  ,PORBANDAR      ,21:05,MUMBAI CENTRAL ,19:15
19221,SOMNATH EXPRESS ,AHMEDABAD JN   ,22:00,VERAVAL        ,06:20
19222,SOMNATH EXPRESS ,VERAVAL        ,19:35,AHMEDABAD JN   ,03:55
19223,ADI JAT EXPRESS ,AHMEDABAD JN   ,11:20,JAMMU TAWI     ,19:35
19224,JAT ADI EXPRESS ,JAMMU TAWI     ,07:40,AHMEDABAD JN   ,15:00
19225,BTI JAT EXP     ,BHATINDA JN    ,18:40,JAMMU TAWI     ,06:15
19226,JAT BTI EXP     ,JAMMU TAWI     ,21:25,BHATINDA JN    ,09:35
19251,SMNH OKHA EXP   ,SOMNATH        ,23:00,OKHA           ,08:20
19252,OKHA SOMNATH EXP,OKHA           ,20:05,SOMNATH        ,05:20
19259,KCVL BVC EXPRESS,KOCHUVELI      ,15:35,BHAVNAGAR TRMUS,13:10
19260,BVC KCVL EXP    ,BHAVNAGAR TRMUS,05:25,KOCHUVELI      ,05:30
19261,PORBANDAR EXP   ,KOCHUVELI      ,11:00,PORBANDAR      ,10:15
19262,KOCHUVELI EXP   ,PORBANDAR      ,18:20,KOCHUVELI      ,17:45
19263,DELHI SR EXPRESS,PORBANDAR      ,15:10,DELHI S ROHILLA,19:33
19264,DEE PORBNDR EXP ,DELHI S ROHILLA,08:20,PORBANDAR      ,12:55
19269,PBR MOTIHARI EXP,PORBANDAR      ,15:10,MUZAFFARPUR JN ,18:10
19270,PBR EXPRESS     ,MUZAFFARPUR JN ,15:00,PORBANDAR      ,17:20
19301,YESHVANTPUR EXP ,INDORE JN BG   ,20:55,YESVANTPUR JN  ,11:15
19302,YPR  INDB EXP   ,YESVANTPUR JN  ,11:30,INDORE JN BG   ,05:15
19305,SHIPRA EXPRESS  ,INDORE JN BG   ,23:30,HOWRAH JN      ,06:45
19307,CHANDIGARH EXP  ,INDORE JN BG   ,05:35,CHANDIGARH     ,06:45
